IntelPooling,RoME-BLM,RoME,RoME-SU,AC,Standard,Neural-Linear,NNR-Linear
20.750055963473276,12.253495724486465,15.071508902150548,19.791147309030144,55.41801644412359,38.85871696658028,30.01189437942989,18.713532662618242
23.075971621120072,14.117007588754959,16.660643217291074,20.854914140555373,60.20047920564504,37.26833460439795,36.15936652129087,20.643184667558344
22.48894727662917,13.802793048554022,12.128633046262248,22.68613457162755,57.65763189267967,36.36938118031378,31.035271945995504,16.25667186337935
23.329527768737773,13.784447541691861,12.221043668225416,22.905025868560287,57.58754792772577,42.19293620253647,33.79641102110164,26.742274010337866
25.477184204725894,13.629902444315519,15.695448328258191,21.37179861327187,54.71778389936131,38.81648433625244,31.927085914774853,22.92807473225321
22.790751666194105,13.073128668771872,13.06630618264866,25.18065483180197,55.52901334048264,37.42406770101549,31.70029502005082,20.216187416466653
26.93941451633625,12.441510893072406,12.116356082014903,20.09181452820577,55.63609846487604,36.68583135966805,25.41928571471147,18.945542623994147
24.0980146469189,13.579259554317655,11.951434464024244,22.803672637457723,60.39438686888581,40.21856185418865,31.644457297815997,21.150411153677396
23.659393899108096,12.396986824203065,13.944428487834708,19.98941909682368,57.43494039850497,38.94313793952449,33.609150314755965,18.368223660831354
22.609427518450282,10.741558142494425,12.893609516393816,22.16866080629129,57.14324867453219,35.887056626261575,32.54828892799245,20.687236551309475
18.683852901406443,11.608132498637802,11.396823749465735,21.65307217032214,54.49032170431688,37.72393003776617,30.607857744229023,16.760022124150833
21.821737758939733,13.773624697232663,13.017590286649572,21.83015833697413,58.89586226720308,38.17746580840973,33.962727338425125,27.934896576940794
22.782693853743538,12.945029531808279,13.550076575078712,23.170200043590302,57.19693669564829,37.14878273393047,33.23907399604049,21.64887203064453
23.03597125920644,10.284006687845734,13.329244259447584,21.476743251628676,56.33804299375971,32.2872221225804,27.8527033717909,22.74356028892555
21.18106713352652,14.11928075249017,14.181268909352944,21.172191806998946,57.766107368776616,34.52977222629914,30.110342163957483,18.418712772019347
23.379949659495352,12.277718208050505,12.730217593652366,21.516228276411766,57.442318335761236,41.003169531400054,32.85596309198328,20.06787158708873
23.252098574143936,10.867725715879487,11.56870896862364,23.00722507050835,56.86693230122965,36.67406999186765,28.546432575078676,18.732595384120987
22.921373270103132,14.381888966262338,9.813486346494955,20.564914723629997,54.05816602876937,38.06794189060638,31.537104248738395,19.246799009650797
23.80113859905287,10.515066767123056,13.684373967161548,22.845989394211955,56.88278398815239,40.43563067579332,29.274552649307925,21.748030645157783
21.198760689855305,12.179615868587364,10.937194642318964,20.21547253246048,55.683287158002166,36.838261495015004,31.64886538209323,21.509683472421425
23.987033470915048,11.819339973321846,11.096798813452299,22.0653446989709,57.02639836588864,37.281624841366835,32.703730319142196,20.235829222657344
25.033969980860473,13.132443931843241,13.366177551116253,20.21884631914528,58.79102743092979,41.77419095316086,34.92418458782405,21.198918883059367
23.950817504161638,13.790192602576875,13.634622947096513,20.398276686994087,54.24068336992224,41.179721561444524,32.235922765642776,19.3458925348664
19.656700655803444,12.29877594671577,9.739589595358584,19.44142307447406,54.687563000309986,33.708704588906414,30.393685486896153,19.599208642587687
24.748841097536015,13.675342672975408,14.441643255101836,23.239068259275996,57.04205103980127,40.52088026573873,32.092710946870994,20.625887457554214
25.345892563314383,15.65091781665643,13.021496619186543,21.29266327380166,59.18008347799358,42.44844455146173,30.739298878591597,24.21228492227305
22.003003358155905,13.8184395854795,11.79532696721384,22.30442427120498,59.143683074679004,39.120037534259595,34.435202508376705,18.560850747627523
