IntelPooling,RoME-BLM,RoME,RoME-SU,AC,Standard,Neural-Linear,NNR-Linear
7.222493585930605,15.538582490312564,9.078102839980902,9.990345187669348,116.44705909686432,64.09879177372889,48.92483493996387,9.86625423781262
6.903867169136529,7.829563820392511,12.262988035878989,14.293566871918241,123.48349568255149,62.61657365970649,44.29570141516446,14.897201196617019
10.898019884233793,14.874759676814948,17.373114036472607,16.74426637191738,129.88598487479337,64.54739524163233,46.553464134693016,5.852420216105411
6.332409013458717,8.10644428643706,7.679344410536244,8.864566294613924,120.62755691845757,66.84387335684008,41.24966078556608,6.8479701246654106
12.052827412882271,10.304540848837945,8.51641451465794,11.332004313709149,112.18392550106363,61.33212558971512,46.01448896488907,8.175993390644233
6.925795945803138,15.384669756462259,6.0351736583261655,15.226712081667795,117.79864807693008,65.83683030916981,43.06531150156997,11.82108417954302
14.64178608960402,13.501092545295188,17.644407589272724,4.3247179725370675,125.11651661839643,71.26152114214884,56.33338996690575,15.53626038968562
14.803415632535852,11.580552393315008,10.704082301047494,9.389829281114416,121.43968741363581,70.22753971081487,41.92517724019191,12.88852815528147
8.281815994320507,8.68299499432359,14.05385297832122,4.586205798171706,118.39960669798894,64.38920509181082,40.68869174186153,9.568082600951369
16.8346801167512,17.982770407043713,20.04561861997521,12.30055959764331,121.76771981021729,68.61787443756958,50.68458575858736,9.63933744626875
15.962315454429032,23.464940742284146,11.914405254887694,7.501561979289306,112.85317532822822,68.62822617344115,50.170642735090226,20.75079574256892
18.680664074071537,15.4252751718377,9.870479571743658,16.83022401951178,127.842417767304,63.68399399072247,44.7076562095323,9.219388142070322
12.229721187938683,14.933821915731375,26.211017271043616,12.748090078263743,126.7279248025814,67.16028390553377,42.61886567725344,13.523042267039122
8.808470906187814,18.522934464267728,17.192304245933954,12.46744823763753,119.58685782638646,70.13810028799949,44.62303975173827,11.898190923700042
1.333548916779443,5.17183763693476,4.517334497896888,6.133724842492227,114.82747283025556,63.218315756485396,44.75764613282582,10.333812364955973
12.670348084293096,18.803871353787905,19.262116786273047,24.800415457088235,126.21947851795893,63.492778556729796,58.85686518906827,20.588187046907297
9.004359580295663,11.15494877556338,13.221305099340892,10.002064775916054,128.3032232142482,65.80937250918964,47.890515218088794,8.210854003387666
9.801160676053758,11.606366653219515,8.453989855381547,16.09222496967355,121.25087098259279,66.0883059857301,43.83619987511902,12.35557630753089
9.179459150858214,14.364671570368126,7.914138678816505,2.8573387970937123,113.79426299197917,59.48397415000405,44.294030494266735,5.726578479253449
11.970589558747175,16.710111286044178,21.889710414520913,17.847390839626183,120.61716877559682,69.83372109382684,48.350373510220706,12.729495752606194
16.816759009601164,12.014272752233172,12.379593382411931,18.383832276542897,122.46169022143235,73.06280736506395,52.372995349266326,13.054111353409219
19.447245697216086,20.266231964504694,13.295140532982964,18.07361531178252,125.18876145362619,68.4341836135508,51.446647471717455,15.315591272118212
5.5392316659062155,7.491647411373227,9.873390835321109,5.160825287859941,125.61846903607118,60.85724349973763,44.86766367750083,11.438303527722967
14.626067588993045,15.990179235844106,10.984787426430763,16.629228735006887,127.68055002265564,77.20293447302133,50.402460436439284,14.993229772549455
12.700630849027377,13.693446131336891,16.799045644506215,16.769241326427398,122.20419150554832,65.10122449510997,59.31793298705037,9.958279431877324
11.395806124033683,11.693079453571931,7.456627466818522,11.008670607592034,125.08266743147342,67.00627111202913,46.714601308411645,13.659424815932246
14.421814313297721,21.227833305960466,16.026134655248526,12.947849097308277,122.09468311695103,68.94123871580467,45.540067938825665,15.562289478556494
14.378199441040236,12.289080604090545,15.732301147849084,17.561702876216117,126.25607273199883,67.13062694993657,48.68468492626847,11.608302698529224
12.868125531941207,19.26337416486229,10.000159129615039,14.115981473260469,125.50076879858257,64.89382147716454,46.830341400444645,8.99635570375671
10.607248763837738,14.512470659152113,15.616240600277033,15.39968279189672,127.15832788055332,66.4627760352664,48.16631850823571,14.60826646014786
16.81476042659432,14.982916727568682,13.359204276431175,14.461470720093732,129.7409295089037,73.00665662638964,47.67053226564873,13.974817525402733
7.184337673145999,13.032285382841188,11.153018923218271,11.299713291445114,124.87077392108452,69.16843383711992,50.5178181825052,16.539562136027698
9.24762604221281,13.822992594614512,13.41210003810159,12.165025665451278,117.35110331099723,68.83474437882795,43.18044852618145,17.0596878326243
12.103574924713753,14.849508066741844,16.012102925528673,15.268575560224951,125.64356280007465,67.13390926729981,51.3552265424145,13.387954444499874
6.697205389929152,17.487924327946132,6.812196848601655,10.788181991914469,125.67265617660534,63.763252474366794,41.563213220872896,8.745323314727104
12.829958810394675,23.683391255995367,17.367741069041713,13.189372415531452,133.92377836710367,71.62038098819573,52.0552799510079,18.060986068563082
14.09066208566223,17.42822797140545,14.327398812545134,10.76092239239215,122.17001474254837,72.18760150106736,47.78469550062194,16.974058217997467
9.180079996737327,12.659621199374397,16.136253645698265,20.868560675446414,127.65254050904875,56.73705193419411,46.8332235038261,16.751927888840438
16.228733689054135,21.062496138426816,17.53313434895648,17.875541443994035,128.04935489884036,71.797028985352,59.45769043740157,19.98022492237053
9.452425413953163,10.422521898368991,13.211038442554663,12.930903262756058,120.37053111459564,64.85356283236865,54.10160312071051,9.289010884137756
13.043272523380377,20.387915200031895,14.810719020213995,17.94722275219812,123.00115789153755,64.02125689141735,52.931289425143895,18.331608444939672
13.331763301045488,23.21104703217316,19.770827360582082,17.066179288289142,125.7951447652643,74.38782805753314,46.68512245754134,21.593692439166826
12.59411986634862,11.658197263026455,5.443730037556347,14.391921148385473,123.68550117989949,68.87937142415407,44.897210499329695,15.531591348735901
15.468513535105565,16.037304399033108,16.041071069308803,12.838260274706476,119.23173467879555,65.98796337726486,47.044080708101134,12.701794947765238
10.820271487332345,8.770272115121877,15.22373621769869,8.256636801314112,121.0510731746651,65.52948604132233,49.78518839891106,14.71050352458459
10.459847464573816,15.579786565542468,12.660779266507038,10.966928401931243,120.63599274920185,61.65088948894414,48.98730323213861,11.377383275428434
14.72532654903344,21.134538292915124,17.553244936132266,12.599747430439685,123.56095453773217,66.28488829583623,47.20332479264706,17.392118799144654
13.01777162767554,11.077785718150626,14.79919098708481,13.33799496401718,123.25493337008773,65.32921596340124,49.05851727141669,18.066084859053195
12.842115450409908,21.29334795419824,14.603153084822818,20.421564005186152,125.64767836279427,71.84989793134886,45.79396017767431,13.792333440666319
14.42474171997349,11.377628155410413,13.212424989711742,15.110126449056454,121.38284783602813,67.2230396091643,45.83720555319047,14.040790635401319
